# ref_application_id 294775143974774
# ref_asset_id -13305
"id"	"title"	"link"	"image_link"	"price"	"availability"	"condition"	"description"	"google_product_category"	"brand"	"additional_image_link"	"color"	"size"	"item_group_id"	"product_type"	"shipping"	"shipping_size"	"custom_label_0"	"custom_label_1"	"custom_label_2"	"custom_label_3"
"30900"	"Hummel Hb Team Snow Blind White"	"https://www.footshop.cz/cs/panske-tenisky-a-boty/30900-hummel-hb-team-snow-blind-white.html"	"https://www.footshop.cz/Feeds/Crop.php?img=168985"	"2090.00 CZK"	"in stock"	"new"	"Hummel HB Team Snow Blind White si můžete vybrat ve Footshopu jenom za 2090 Kč. Značka: hummel, Barva: Bílá, Dostupné velikosti: 38,40,39,37,36"	"187"	"hummel"	"https://www.footshop.cz/Feeds/Crop.php?img=168986,https://www.footshop.cz/Feeds/Crop.php?img=168987,https://www.footshop.cz/Feeds/Crop.php?img=168988,https://www.footshop.cz/Feeds/Crop.php?img=168989,https://www.footshop.cz/Feeds/Crop.php?img=168990"	"Bílá"	"38,40,39,37,36"	"30900"	"Pánské tenisky a boty"	"CZ::GLS:69 CZK"	"38,40,39,37,36"	""	"3360 Kč"	"38"	"Dostupné velikosti: 38,40,39,37,36"
"30908"	"Hummel Marathona 92 White"	"https://www.footshop.cz/cs/panske-tenisky-a-boty/30908-hummel-marathona-92-white.html"	"https://www.footshop.cz/Feeds/Crop.php?img=168973"	"2090.00 CZK"	"in stock"	"new"	"Hummel Marathona 92 White si můžete vybrat ve Footshopu jenom za 2090 Kč. Značka: hummel, Barva: Bílá, Dostupné velikosti: 43,37,45,36"	"187"	"hummel"	"https://www.footshop.cz/Feeds/Crop.php?img=168974,https://www.footshop.cz/Feeds/Crop.php?img=168975,https://www.footshop.cz/Feeds/Crop.php?img=168976,https://www.footshop.cz/Feeds/Crop.php?img=168977,https://www.footshop.cz/Feeds/Crop.php?img=168978"	"Bílá"	"43,37,45,36"	"30908"	"Pánské tenisky a boty"	"CZ::GLS:69 CZK"	"43,37,45,36"	""	"3360 Kč"	"38"	"Dostupné velikosti: 43,37,45,36"
"30999"	"Hummel Marathona Snow Blind White"	"https://www.footshop.cz/cs/panske-tenisky-a-boty/30999-hummel-marathona-snow-blind-white.html"	"https://www.footshop.cz/Feeds/Crop.php?img=169270"	"2090.00 CZK"	"in stock"	"new"	"Hummel Marathona Snow Blind White si můžete vybrat ve Footshopu jenom za 2090 Kč. Značka: hummel, Barva: Šedá, Dostupné velikosti: 41,38,39,37,36"	"187"	"hummel"	"https://www.footshop.cz/Feeds/Crop.php?img=169272,https://www.footshop.cz/Feeds/Crop.php?img=169273,https://www.footshop.cz/Feeds/Crop.php?img=169271,https://www.footshop.cz/Feeds/Crop.php?img=169274,https://www.footshop.cz/Feeds/Crop.php?img=169275"	"Šedá"	"41,38,39,37,36"	"30999"	"Pánské tenisky a boty"	"CZ::GLS:69 CZK"	"41,38,39,37,36"	""	"3390 Kč"	"38"	"Dostupné velikosti: 41,38,39,37,36"
"31253"	"Hummel Edmonton Og White"	"https://www.footshop.cz/cs/panske-tenisky-a-boty/31253-hummel-edmonton-og-white.html"	"https://www.footshop.cz/Feeds/Crop.php?img=170374"	"1790.00 CZK"	"in stock"	"new"	"Hummel Edmonton OG White si můžete vybrat ve Footshopu jenom za 1790 Kč. Značka: hummel, Barva: Bílá, Dostupné velikosti: 42,44,36,37,38,45,43,46"	"187"	"hummel"	"https://www.footshop.cz/Feeds/Crop.php?img=170375,https://www.footshop.cz/Feeds/Crop.php?img=170376,https://www.footshop.cz/Feeds/Crop.php?img=170377,https://www.footshop.cz/Feeds/Crop.php?img=170378,https://www.footshop.cz/Feeds/Crop.php?img=170379"	"Bílá"	"42,44,36,37,38,45,43,46"	"31253"	"Pánské tenisky a boty"	"CZ::GLS:69 CZK"	"42,44,36,37,38,45,43,46"	""	"2890 Kč"	"38"	"Dostupné velikosti: 42,44,36,37,38,45,43,46"
"32374"	"Nike Presto Fly Se Thunder Blue/ Light Carbon"	"https://www.footshop.cz/cs/panske-tenisky-a-boty/32374-nike-presto-fly-se-thunder-blue-light-carbon.html"	"https://www.footshop.cz/Feeds/Crop.php?img=176413"	"2990.00 CZK"	"in stock"	"new"	"Nike Presto Fly SE Thunder Blue/ Light Carbon si můžete vybrat ve Footshopu jenom za 2990 Kč. Značka: Nike, Barva: Modrá, Dostupné velikosti: 41,42,42.5,43,44,45,46"	"187"	"Nike"	"https://www.footshop.cz/Feeds/Crop.php?img=176415,https://www.footshop.cz/Feeds/Crop.php?img=176416,https://www.footshop.cz/Feeds/Crop.php?img=176414,https://www.footshop.cz/Feeds/Crop.php?img=176417,https://www.footshop.cz/Feeds/Crop.php?img=176418"	"Modrá"	"41,42,42.5,43,44,45,46"	"32374"	"Pánské tenisky a boty"	"CZ::GLS:0 CZK"	"41,42,42.5,43,44,45,46"	""	""	""	"Dostupné velikosti: 41,42,42.5,43,44,45,46"
"24941"	"adidas Superstar Track Top Black"	"https://www.footshop.cz/cs/mikiny-a-svetry/24941-adidas-superstar-track-top-black.html"	"https://www.footshop.cz/Feeds/Crop.php?img=142476"	"1690.00 CZK"	"in stock"	"new"	"adidas Superstar Track Top Black si můžete vybrat ve Footshopu jenom za 1690 Kč. Značka: adidas Originals, Barva: Černá, Dostupné velikosti: L,XL,XXL"	"212"	"adidas Originals"	"https://www.footshop.cz/Feeds/Crop.php?img=142477,https://www.footshop.cz/Feeds/Crop.php?img=142478,https://www.footshop.cz/Feeds/Crop.php?img=142479"	"Černá"	"L,XL,XXL"	"24941"	"Mikiny a svetry"	"CZ::GLS:69 CZK"	"L,XL,XXL"	""	"2140 Kč"	"21"	"Dostupné velikosti: L,XL,XXL"
"34346"	"Oakley Jawbreaker Splatterfade Sunglasses Green"	"https://www.footshop.cz/cs/slunecni-bryle/34346-oakley-jawbreaker-splatterfade-sunglasses-green.html"	"https://www.footshop.cz/Feeds/Crop.php?img=193841"	"5290.00 CZK"	"in stock"	"new"	"Oakley Jawbreaker Splatterfade Sunglasses Green si můžete vybrat ve Footshopu jenom za 5290 Kč. Značka: Oakley, Barva: Zelená, Dostupné velikosti: Univerzální velikost"	"178"	"Oakley"	"https://www.footshop.cz/Feeds/Crop.php?img=193842"	"Zelená"	"Univerzální velikost"	"34346"	"Sluneční brýle"	"CZ::GLS:0 CZK"	"Univerzální velikost"	""	""	""	"Dostupné velikosti: Univerzální velikost"
"34098"	"Kanagroos Omnicoil Velvet Red/ Beige"	"https://www.footshop.cz/cs/panske-tenisky-a-boty/34098-kanagroos-omnicoil-velvet-red-beige.html"	"https://www.footshop.cz/Feeds/Crop.php?img=184122"	"2990.00 CZK"	"in stock"	"new"	"KanagROOS Omnicoil Velvet Red/ Beige si můžete vybrat ve Footshopu jenom za 2990 Kč. Značka: KangaROOS, Barva: Červená, Dostupné velikosti: 41,42,43,44,45"	"187"	"KangaROOS"	"https://www.footshop.cz/Feeds/Crop.php?img=184123,https://www.footshop.cz/Feeds/Crop.php?img=184124,https://www.footshop.cz/Feeds/Crop.php?img=184125,https://www.footshop.cz/Feeds/Crop.php?img=184126,https://www.footshop.cz/Feeds/Crop.php?img=184127"	"Červená"	"41,42,43,44,45"	"34098"	"Pánské tenisky a boty"	"CZ::GLS:0 CZK"	"41,42,43,44,45"	""	""	""	"Dostupné velikosti: 41,42,43,44,45"
"35883"	"Y-3 Harigane Ii Core Black/ Core Black/ Ftw White"	"https://www.footshop.cz/cs/panske-tenisky-a-boty/35883-y-3-harigane-ii-core-black-core-black-ftw-white.html"	"https://www.footshop.cz/Feeds/Crop.php?img=192238"	"9030.00 CZK"	"in stock"	"new"	"Y-3 Harigane II Core Black/ Core Black/ Ftw White si můžete vybrat ve Footshopu jenom za 9030 Kč. Značka: Y-3, Barva: Černá, Dostupné velikosti: 38,38 2/3,39 1/3,42,43 1/3,44,44 2/3,45 1/3"	"187"	"Y-3"	"https://www.footshop.cz/Feeds/Crop.php?img=192240,https://www.footshop.cz/Feeds/Crop.php?img=192241,https://www.footshop.cz/Feeds/Crop.php?img=192239,https://www.footshop.cz/Feeds/Crop.php?img=192242,https://www.footshop.cz/Feeds/Crop.php?img=192243"	"Černá"	"38,38 2/3,39 1/3,42,43 1/3,44,44 2/3,45 1/3"	"35883"	"Pánské tenisky a boty"	"CZ::GLS:0 CZK"	"38,38 2/3,39 1/3,42,43 1/3,44,44 2/3,45 1/3"	""	""	""	"Dostupné velikosti: 38,38 2/3,39 1/3,42,43 1/3,44,44 2/3,45 1/3"
"35302"	"adidas Originals BF Knit Tracksuit Pants Navy"	"https://www.footshop.cz/cs/dziny-a-kalhoty/35302-adidas-originals-bf-knit-tracksuit-pants-navy.html"	"https://www.footshop.cz/Feeds/Crop.php?img=194388"	"2390.00 CZK"	"in stock"	"new"	"adidas Originals BF Knit Tracksuit Pants Navy si můžete vybrat ve Footshopu jenom za 2390 Kč. Značka: adidas Originals, Barva: Modrá, Dostupné velikosti: M,L,XL"	"204"	"adidas Originals"	"https://www.footshop.cz/Feeds/Crop.php?img=194389,https://www.footshop.cz/Feeds/Crop.php?img=194390"	"Modrá"	"M,L,XL"	"35302"	"Džíny a kalhoty"	"CZ::GLS:69 CZK"	"M,L,XL"	""	""	""	"Dostupné velikosti: M,L,XL"
"37346"	"Rains Long Jacket Blue"	"https://www.footshop.cz/cs/plastenky/37346-rains-long-jacket-blue.html"	"https://www.footshop.cz/Feeds/Crop.php?img=194814"	"2490.00 CZK"	"in stock"	"new"	"Rains Long Jacket Blue si můžete vybrat ve Footshopu jenom za 2490 Kč. Značka: Rains, Barva: Modrá, Dostupné velikosti: S/M,M/L,L/XL"	"3066"	"Rains"	"https://www.footshop.cz/Feeds/Crop.php?img=194815,https://www.footshop.cz/Feeds/Crop.php?img=194816,https://www.footshop.cz/Feeds/Crop.php?img=194817,https://www.footshop.cz/Feeds/Crop.php?img=198387,https://www.footshop.cz/Feeds/Crop.php?img=198388,https://www.footshop.cz/Feeds/Crop.php?img=198389"	"Modrá"	"S/M,M/L,L/XL"	"37346"	"Pláštěnky"	"CZ::GLS:69 CZK"	"S/M,M/L,L/XL"	""	""	""	"Dostupné velikosti: S/M,M/L,L/XL"
"36595"	"adidas Adilette W Core Black/ Core Black/ Ftw White"	"https://www.footshop.cz/cs/damske-tenisky-a-boty/36595-adidas-adilette-w-core-black-core-black-ftw-white.html"	"https://www.footshop.cz/Feeds/Crop.php?img=197628"	"1240.00 CZK"	"in stock"	"new"	"adidas Adilette W Core Black/ Core Black/ Ftw White si můžete vybrat ve Footshopu jenom za 1240 Kč. Značka: adidas Originals, Barva: Černá, Dostupné velikosti: 35 1/2,37,38,39,40.5,42"	"187"	"adidas Originals"	"https://www.footshop.cz/Feeds/Crop.php?img=197630,https://www.footshop.cz/Feeds/Crop.php?img=197631,https://www.footshop.cz/Feeds/Crop.php?img=197629,https://www.footshop.cz/Feeds/Crop.php?img=197632,https://www.footshop.cz/Feeds/Crop.php?img=197633"	"Černá"	"35 1/2,37,38,39,40.5,42"	"36595"	"Dámské tenisky a boty"	"CZ::GLS:69 CZK"	"35 1/2,37,38,39,40.5,42"	"adidas-adilette"	""	""	"Dostupné velikosti: 35 1/2,37,38,39,40.5,42"
"37473"	"Nike Sb Icon Sportwear Pants Grey"	"https://www.footshop.cz/cs/dziny-a-kalhoty/37473-nike-sb-icon-sportwear-pants-grey.html"	"https://www.footshop.cz/Feeds/Crop.php?img=198430"	"1340.00 CZK"	"in stock"	"new"	"Nike SB Icon Sportwear Pants Grey si můžete vybrat ve Footshopu jenom za 1340 Kč. Značka: Nike, Barva: Šedá, Dostupné velikosti: M,L,XL"	"204"	"Nike"	"https://www.footshop.cz/Feeds/Crop.php?img=198431,https://www.footshop.cz/Feeds/Crop.php?img=198432"	"Šedá"	"M,L,XL"	"37473"	"Džíny a kalhoty"	"CZ::GLS:69 CZK"	"M,L,XL"	""	""	""	"Dostupné velikosti: M,L,XL"
"37647"	"Carhartt Wip College Sweat Pant Black/ White"	"https://www.footshop.cz/cs/teplaky/37647-carhartt-wip-college-sweat-pant-black-white.html"	"https://www.footshop.cz/Feeds/Crop.php?img=198493"	"1490.00 CZK"	"in stock"	"new"	"Carhartt WIP College Sweat Pant Black/ White si můžete vybrat ve Footshopu jenom za 1490 Kč. Značka: Carhartt WIP, Barva: Černá, Dostupné velikosti: L,XL"	"Tepláky"	"Carhartt WIP"	"https://www.footshop.cz/Feeds/Crop.php?img=198494,https://www.footshop.cz/Feeds/Crop.php?img=198495"	"Černá"	"L,XL"	"37647"	"Tepláky"	"CZ::GLS:69 CZK"	"L,XL"	""	""	""	"Dostupné velikosti: L,XL"
"37982"	"Nike Sb Tee White/ Safety Orange"	"https://www.footshop.cz/cs/tricka/37982-nike-sb-tee-white-safety-orange.html"	"https://www.footshop.cz/Feeds/Crop.php?img=201193"	"791.00 CZK"	"in stock"	"new"	"Nike SB Tee White/ Safety Orange si můžete vybrat ve Footshopu jenom za 791 Kč. Značka: Nike, Barva: Bílá, Dostupné velikosti: S,L,XXL"	"212"	"Nike"	"https://www.footshop.cz/Feeds/Crop.php?img=201194,https://www.footshop.cz/Feeds/Crop.php?img=201195"	"Bílá"	"S,L,XXL"	"37982"	"Trička"	"CZ::GLS:69 CZK"	"S,L,XXL"	""	""	""	"Dostupné velikosti: S,L,XXL"
"30591"	"Y-3 Sashiko Layered Hoodie Black"	"https://www.footshop.cz/cs/mikiny-a-svetry/30591-y-3-sashiko-layered-hoodie-black.html"	"https://www.footshop.cz/Feeds/Crop.php?img=177853"	"7990.00 CZK"	"in stock"	"new"	"Y-3 Sashiko Layered Hoodie Black si můžete vybrat ve Footshopu jenom za 7990 Kč. Značka: Y-3, Barva: Černá, Dostupné velikosti: S,XL"	"212"	"Y-3"	"https://www.footshop.cz/Feeds/Crop.php?img=177854,https://www.footshop.cz/Feeds/Crop.php?img=177855"	"Černá"	"S,XL"	"30591"	"Mikiny a svetry"	"CZ::GLS:0 CZK"	"S,XL"	""	""	""	"Dostupné velikosti: S,XL"
"33738"	"adidas I-5923 Core Black/ Core Black/ Ftw White"	"https://www.footshop.cz/cs/panske-tenisky-a-boty/33738-adidas-i-5923-core-black-core-black-ftw-white.html"	"https://www.footshop.cz/Feeds/Crop.php?img=182721"	"3490.00 CZK"	"in stock"	"new"	"adidas I-5923 Core Black/ Core Black/ Ftw White si můžete vybrat ve Footshopu jenom za 3490 Kč. Značka: adidas Originals, Barva: Černá, Dostupné velikosti: 42,43 1/3,44,44 2/3,45 1/3,46,46 2/3,47 1/3,48"	"187"	"adidas Originals"	"https://www.footshop.cz/Feeds/Crop.php?img=182722,https://www.footshop.cz/Feeds/Crop.php?img=182723,https://www.footshop.cz/Feeds/Crop.php?img=182724,https://www.footshop.cz/Feeds/Crop.php?img=182725,https://www.footshop.cz/Feeds/Crop.php?img=182726"	"Černá"	"42,43 1/3,44,44 2/3,45 1/3,46,46 2/3,47 1/3,48"	"33738"	"Pánské tenisky a boty"	"CZ::GLS:0 CZK"	"42,43 1/3,44,44 2/3,45 1/3,46,46 2/3,47 1/3,48"	"adidas-I-5923"	""	""	"Dostupné velikosti: 42,43 1/3,44,44 2/3,45 1/3,46,46 2/3,47 1/3,48"
"33028"	"Fila Men Tadeo Tape Sweat Pants Light Grey Melange Bros"	"https://www.footshop.cz/cs/dziny-a-kalhoty/33028-fila-men-tadeo-tape-sweat-pants-light-grey-melange-bros.html"	"https://www.footshop.cz/Feeds/Crop.php?img=180389"	"1990.00 CZK"	"in stock"	"new"	"FILA Men Tadeo Tape Sweat Pants Light Grey Melange Bros si můžete vybrat ve Footshopu jenom za 1990 Kč. Značka: FILA, Barva: Šedá, Dostupné velikosti: M,L"	"204"	"FILA"	"https://www.footshop.cz/Feeds/Crop.php?img=180390,https://www.footshop.cz/Feeds/Crop.php?img=180391"	"Šedá"	"M,L"	"33028"	"Džíny a kalhoty"	"CZ::GLS:69 CZK"	"M,L"	""	""	""	"Dostupné velikosti: M,L"
"34662"	"Nike Presto Fly Se Sequoia/ Cargo Khaki-Sequoia"	"https://www.footshop.cz/cs/panske-tenisky-a-boty/34662-nike-presto-fly-se-sequoia-cargo-khaki-sequoia.html"	"https://www.footshop.cz/Feeds/Crop.php?img=185997"	"2990.00 CZK"	"in stock"	"new"	"Nike Presto Fly SE Sequoia/ Cargo Khaki-Sequoia si můžete vybrat ve Footshopu jenom za 2990 Kč. Značka: Nike, Barva: Zelená, Dostupné velikosti: 41,42,42.5,43,44,44.5,45,45.5,46,47"	"187"	"Nike"	"https://www.footshop.cz/Feeds/Crop.php?img=185999,https://www.footshop.cz/Feeds/Crop.php?img=186000,https://www.footshop.cz/Feeds/Crop.php?img=185998,https://www.footshop.cz/Feeds/Crop.php?img=186001,https://www.footshop.cz/Feeds/Crop.php?img=186002"	"Zelená"	"41,42,42.5,43,44,44.5,45,45.5,46,47"	"34662"	"Pánské tenisky a boty"	"CZ::GLS:0 CZK"	"41,42,42.5,43,44,44.5,45,45.5,46,47"	""	""	""	"Dostupné velikosti: 41,42,42.5,43,44,44.5,45,45.5,46,47"
"34811"	"Fila Tadeo Tape Sweat Pant Dark Grey Melange"	"https://www.footshop.cz/cs/dziny-a-kalhoty/34811-fila-tadeo-tape-sweat-pant-dark-grey-melange.html"	"https://www.footshop.cz/Feeds/Crop.php?img=187907"	"1990.00 CZK"	"in stock"	"new"	"FILA Tadeo Tape Sweat Pant Dark Grey Melange si můžete vybrat ve Footshopu jenom za 1990 Kč. Značka: FILA, Barva: Šedá, Dostupné velikosti: M,L"	"204"	"FILA"	"https://www.footshop.cz/Feeds/Crop.php?img=187908,https://www.footshop.cz/Feeds/Crop.php?img=187909"	"Šedá"	"M,L"	"34811"	"Džíny a kalhoty"	"CZ::GLS:69 CZK"	"M,L"	""	""	""	"Dostupné velikosti: M,L"
"34726"	"Ftshp X Rytmus Icon Sweatpants Black"	"https://www.footshop.cz/cs/dziny-a-kalhoty/34726-ftshp-x-rytmus-icon-sweatpants-black.html"	"https://www.footshop.cz/Feeds/Crop.php?img=188885"	"2590.00 CZK"	"in stock"	"new"	"FTSHP x Rytmus Icon Sweatpants Black si můžete vybrat ve Footshopu jenom za 2590 Kč. Značka: Footshop, Barva: Černá, Dostupné velikosti: M,L,XL,XXL"	"204"	"Footshop"	"https://www.footshop.cz/Feeds/Crop.php?img=188886,https://www.footshop.cz/Feeds/Crop.php?img=188887"	"Černá"	"M,L,XL,XXL"	"34726"	"Džíny a kalhoty"	"CZ::GLS:0 CZK"	"M,L,XL,XXL"	""	""	""	"Dostupné velikosti: M,L,XL,XXL"
"38301"	"A.P.C Petit Standard Jeans Indigo"	"https://www.footshop.cz/cs/dziny-a-kalhoty/38301-apc-petit-standard-jeans-indigo.html"	"https://www.footshop.cz/Feeds/Crop.php?img=199876"	"4190.00 CZK"	"in stock"	"new"	"A.P.C Petit Standard Jeans Indigo si můžete vybrat ve Footshopu jenom za 4190 Kč. Značka: A.P.C., Barva: Modrá, Dostupné velikosti: 30,31,32,33"	"204"	"A.P.C."	"https://www.footshop.cz/Feeds/Crop.php?img=199877,https://www.footshop.cz/Feeds/Crop.php?img=199878,https://www.footshop.cz/Feeds/Crop.php?img=199879,https://www.footshop.cz/Feeds/Crop.php?img=199880"	"Modrá"	"30,31,32,33"	"38301"	"Džíny a kalhoty"	"CZ::GLS:0 CZK"	"30,31,32,33"	""	""	""	"Dostupné velikosti: 30,31,32,33"
"31740"	"The North Face Longsleeve Easy Tee Black"	"https://www.footshop.cz/cs/tricka/31740-the-north-face-longsleeve-easy-tee-black.html"	"https://www.footshop.cz/Feeds/Crop.php?img=174710"	"990.00 CZK"	"in stock"	"new"	"The North Face Longsleeve Easy Tee Black si můžete vybrat ve Footshopu jenom za 990 Kč. Značka: The North Face, Barva: Černá, Dostupné velikosti: S,L,XL"	"212"	"The North Face"	"https://www.footshop.cz/Feeds/Crop.php?img=174711,https://www.footshop.cz/Feeds/Crop.php?img=174712"	"Černá"	"S,L,XL"	"31740"	"Trička"	"CZ::GLS:69 CZK"	"S,L,XL"	""	""	""	"Dostupné velikosti: S,L,XL"
"38241"	"Nudie Jeans Skinny Lin Jeans Mid Authentic Power"	"https://www.footshop.cz/cs/dziny-a-kalhoty/38241-nudie-jeans-skinny-lin-jeans-mid-authentic-power.html"	"https://www.footshop.cz/Feeds/Crop.php?img=199903"	"3590.00 CZK"	"in stock"	"new"	"Nudie Jeans Skinny Lin Jeans Mid Authentic Power si můžete vybrat ve Footshopu jenom za 3590 Kč. Značka: Nudie Jeans, Barva: Modrá, Dostupné velikosti: W33/L32,W34/L32,W32/L32,W33/L30,W32/L30,W31/L30,W30/L30,W31/L32"	"204"	"Nudie Jeans"	"https://www.footshop.cz/Feeds/Crop.php?img=199904,https://www.footshop.cz/Feeds/Crop.php?img=199905,https://www.footshop.cz/Feeds/Crop.php?img=199906"	"Modrá"	"W33/L32,W34/L32,W32/L32,W33/L30,W32/L30,W31/L30,W30/L30,W31/L32"	"38241"	"Džíny a kalhoty"	"CZ::GLS:0 CZK"	"W33/L32,W34/L32,W32/L32,W33/L30,W32/L30,W31/L30,W30/L30,W31/L32"	""	""	""	"Dostupné velikosti: W33/L32,W34/L32,W32/L32,W33/L30,W32/L30,W31/L30,W30/L30,W31/L32"
"38582"	"Ftshp “See You Soon” Crewneck Blue"	"https://www.footshop.cz/cs/mikiny-a-svetry/38582-ftshp-see-you-soon-crewneck-blue.html"	"https://www.footshop.cz/Feeds/Crop.php?img=200956"	"3491.00 CZK"	"in stock"	"new"	"FTSHP “See You Soon” Crewneck Blue si můžete vybrat ve Footshopu jenom za 3491 Kč. Značka: Footshop, Barva: Modrá, Dostupné velikosti: XS,S,M,L"	"212"	"Footshop"	"https://www.footshop.cz/Feeds/Crop.php?img=200957,https://www.footshop.cz/Feeds/Crop.php?img=200958,https://www.footshop.cz/Feeds/Crop.php?img=200959,https://www.footshop.cz/Feeds/Crop.php?img=200960"	"Modrá"	"XS,S,M,L"	"38582"	"Mikiny a svetry"	"CZ::GLS:0 CZK"	"XS,S,M,L"	""	""	""	"Dostupné velikosti: XS,S,M,L"
"38585"	"Ftshp “See You Soon” Hoodie Grey"	"https://www.footshop.cz/cs/mikiny-a-svetry/38585-ftshp-see-you-soon-hoodie-grey.html"	"https://www.footshop.cz/Feeds/Crop.php?img=200975"	"3690.00 CZK"	"in stock"	"new"	"FTSHP “See You Soon” Hoodie Grey si můžete vybrat ve Footshopu jenom za 3690 Kč. Značka: Footshop, Barva: Šedá, Dostupné velikosti: XS,L,XXL"	"212"	"Footshop"	"https://www.footshop.cz/Feeds/Crop.php?img=200976,https://www.footshop.cz/Feeds/Crop.php?img=200977,https://www.footshop.cz/Feeds/Crop.php?img=200978,https://www.footshop.cz/Feeds/Crop.php?img=200979"	"Šedá"	"XS,L,XXL"	"38585"	"Mikiny a svetry"	"CZ::GLS:0 CZK"	"XS,L,XXL"	""	""	""	"Dostupné velikosti: XS,L,XXL"
"38605"	"Ftshp “See You Soon” Hoodie Blue"	"https://www.footshop.cz/cs/mikiny-a-svetry/38605-ftshp-see-you-soon-hoodie-blue.html"	"https://www.footshop.cz/Feeds/Crop.php?img=200998"	"3690.00 CZK"	"in stock"	"new"	"FTSHP “See You Soon” Hoodie Blue si můžete vybrat ve Footshopu jenom za 3690 Kč. Značka: Footshop, Barva: Modrá, Dostupné velikosti: XS,S,M,L,XL,XXL"	"212"	"Footshop"	"https://www.footshop.cz/Feeds/Crop.php?img=200999,https://www.footshop.cz/Feeds/Crop.php?img=201000,https://www.footshop.cz/Feeds/Crop.php?img=201001,https://www.footshop.cz/Feeds/Crop.php?img=201002"	"Modrá"	"XS,S,M,L,XL,XXL"	"38605"	"Mikiny a svetry"	"CZ::GLS:0 CZK"	"XS,S,M,L,XL,XXL"	""	""	""	"Dostupné velikosti: XS,S,M,L,XL,XXL"
"38783"	"Karl Kani Signature Hoodie Red"	"https://www.footshop.cz/cs/mikiny-a-svetry/38783-karl-kani-signature-hoodie-red.html"	"https://www.footshop.cz/Feeds/Crop.php?img=202501"	"1840.00 CZK"	"in stock"	"new"	"Karl Kani Signature Hoodie Red si můžete vybrat ve Footshopu jenom za 1840 Kč. Značka: Karl Kani, Barva: Červená, Dostupné velikosti: S,M,L,XL,XXL"	"212"	"Karl Kani"	"https://www.footshop.cz/Feeds/Crop.php?img=202502,https://www.footshop.cz/Feeds/Crop.php?img=202503"	"Červená"	"S,M,L,XL,XXL"	"38783"	"Mikiny a svetry"	"CZ::GLS:69 CZK"	"S,M,L,XL,XXL"	""	""	""	"Dostupné velikosti: S,M,L,XL,XXL"
"38821"	"The North Face Rage Flec Anorak Black"	"https://www.footshop.cz/cs/vetrovky/38821-the-north-face-rage-flec-anorak-black.html"	"https://www.footshop.cz/Feeds/Crop.php?img=202771"	"3990.00 CZK"	"in stock"	"new"	"The North Face Rage Flec Anorak Black si můžete vybrat ve Footshopu jenom za 3990 Kč. Značka: The North Face, Barva: Černá, Dostupné velikosti: M,L,XL"	"5598"	"The North Face"	"https://www.footshop.cz/Feeds/Crop.php?img=202772,https://www.footshop.cz/Feeds/Crop.php?img=202773"	"Černá"	"M,L,XL"	"38821"	"Větrovky"	"CZ::GLS:0 CZK"	"M,L,XL"	""	""	""	"Dostupné velikosti: M,L,XL"
"38994"	"Diadora Sailing Patch Crewneck Light Middle Grey Melange"	"https://www.footshop.cz/cs/mikiny/38994-diadora-sailing-patch-crewneck-light-middle-grey-melange.html"	"https://www.footshop.cz/Feeds/Crop.php?img=202540"	"3840.00 CZK"	"in stock"	"new"	"Diadora Sailing Patch Crewneck Light Middle Grey Melange si můžete vybrat ve Footshopu jenom za 3840 Kč. Značka: Diadora, Barva: Šedá, Dostupné velikosti: S,M,L,XL"	"Mikiny"	"Diadora"	"https://www.footshop.cz/Feeds/Crop.php?img=202541,https://www.footshop.cz/Feeds/Crop.php?img=202542"	"Šedá"	"S,M,L,XL"	"38994"	"Mikiny"	"CZ::GLS:0 CZK"	"S,M,L,XL"	""	""	""	"Dostupné velikosti: S,M,L,XL"
"26700"	"adidas Superstar W Ftw White/ Supplier Colour/ Off White"	"https://www.footshop.cz/cs/damske-tenisky-a-boty/26700-adidas-superstar-w-ftw-white-supplier-colour-off-white.html"	"https://www.footshop.cz/Feeds/Crop.php?img=147423"	"2690.00 CZK"	"in stock"	"new"	"adidas Superstar W Ftw White/ Supplier Colour/ Off White si můžete vybrat ve Footshopu jenom za 2690 Kč. Značka: adidas Originals, Barva: Bílá, Dostupné velikosti: 39 1/3,40,42,42 2/3"	"187"	"adidas Originals"	"https://www.footshop.cz/Feeds/Crop.php?img=147425,https://www.footshop.cz/Feeds/Crop.php?img=147426,https://www.footshop.cz/Feeds/Crop.php?img=147424,https://www.footshop.cz/Feeds/Crop.php?img=147427,https://www.footshop.cz/Feeds/Crop.php?img=147428"	"Bílá"	"39 1/3,40,42,42 2/3"	"26700"	"Dámské tenisky a boty"	"CZ::GLS:0 CZK"	"39 1/3,40,42,42 2/3"	"adidas-superstar"	""	""	"Dostupné velikosti: 39 1/3,40,42,42 2/3"
